Molecule ChEMBL ID,Molecule Name,Molecular Weight,#RO5 Violations,AlogP,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,BAO Format ID,BAO Label,Assay Organism,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL203348,,325.15,0.0,4.28,Cc1c(O)c(Cl)c(C)c2c1c(=O)oc1c(Cl)c(O)ccc12,IC50,'=',597.0,nM,6.22,19.14,0.4,1.94,8.81,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139663,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,597.0
CHEMBL5561336,,1166.4,,,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,Ki,'=',490.0,nM,6.31,5.41,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5512683,1,Scientific Literature,J Med Chem,2024.0,,TIME = 2.0 hr,DEGRADER,,0.49
CHEMBL5568432,,1208.48,,,Cc1ncsc1-c1ccc([C@H](C)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)CCCCCCCCCCCOc2ccc(N(CC(F)(F)F)S(=O)(=O)C3CC4OC3C(c3ccc(-n5ccnc5)cc3)=C4c3ccc(O)cc3)cc2)C(C)(C)C)cc1,Ki,'=',59.0,nM,7.23,5.98,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5512683,1,Scientific Literature,J Med Chem,2024.0,,TIME = 2.0 hr,DEGRADER,,59
CHEMBL5563219,,954.94,2.0,4.79,O=C(COc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOc1ccc(N(CC(F)(F)F)S(=O)(=O)C2CC3OC2C(c2ccc(-n4ccnc4)cc2)=C3c2ccc(O)cc2)cc1,Ki,'=',880.0,nM,6.06,6.34,0.12,1.27,2.81,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5512683,1,Scientific Literature,J Med Chem,2024.0,,TIME = 2.0 hr,DEGRADER,,0.88
CHEMBL181404,,477.58,1.0,5.98,C[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)c(F)c4[C@@H](C)[C@@H]3c3ccc(O)cc3)cc2)C1,IC50,'=',0.8,nM,9.1,19.05,0.35,3.12,14.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1142044,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.8
CHEMBL267385,,453.58,1.0,5.55,Oc1ccc(C2=Cc3cc(O)ccc3C23Cc2ccc(OCCN4CCCCC4)cc2C3)cc1,IC50,'=',1.0,nM,9.0,19.84,0.36,3.45,17.0,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1147609,1,Scientific Literature,Bioorg Med Chem Lett,2004.0,,,,,1.0
CHEMBL101083,,460.59,1.0,5.72,CC1(c2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc2CCN1c1ccc(F)cc1,IC50,'=',1901,nM,8.72,18.93,0.35,3.0,24.27,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141983,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,2721
CHEMBL511812,,338.45,0.0,3.64,CC[C@@]12C[C@H](O)[C@](O)(c3ccccc3)C[C@H]1CCc1cc(O)ccc12,IC50,'=',3400.0,nM,5.47,16.16,0.3,1.83,9.01,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1152783,1,Scientific Literature,J Med Chem,2009.0,,,,,3400.0
CHEMBL3754474,,1398.63,,,CC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@]1(C)CCCCCCCC[C@@](C)(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CO)C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC1=O,Kd,'=',352.0,nM,6.45,4.61,,,,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3751840,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,,352
CHEMBL135,ESTRADIOL,272.39,0.0,3.61,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',1.4,nM,8.85,32.5,0.6,5.24,21.88,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1140529,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,1.4
CHEMBL211358,,346.41,0.0,4.62,CC1=C2c3ccc4[nH]ncc4c3CC2(Cc2ccccc2F)CCC1=O,IC50,'=',3400.0,nM,5.47,15.79,0.29,0.85,11.95,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149487,1,Scientific Literature,J Med Chem,2006.0,,,,,3400.0
CHEMBL209530,,528.09,2.0,6.97,O=C1CCC2(Cc3ccc(Cl)cc3)Cc3cc(O)ccc3C2=C1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',1100.0,nM,5.96,11.28,0.21,-1.01,11.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149487,1,Scientific Literature,J Med Chem,2006.0,,,,,1100.0
CHEMBL424725,,517.67,2.0,6.49,O=C1CCC2(Cc3ccccc3)Cc3c(ccc4[nH]ncc34)C2=C1c1ccc(OCCN2CCCCC2)cc1,IC50,'=',110.0,nM,6.96,13.44,0.24,0.47,11.95,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149487,1,Scientific Literature,J Med Chem,2006.0,,,,,110.0
CHEMBL214972,,382.46,1.0,5.16,O=C1CCC2(Cc3ccccc3)Cc3cc(O)ccc3C2=C1c1ccc(O)cc1,IC50,'=',29.0,nM,7.54,19.71,0.35,2.38,13.1,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1149487,1,Scientific Literature,J Med Chem,2006.0,,,,,29.0
CHEMBL382734,,460.6,1.0,6.19,CCN(CC)CCOc1ccc(Cn2c3ccc(O)cc3c3sc4cc(O)ccc4c32)cc1,IC50,'=',31.2,nM,7.51,16.3,0.31,1.32,12.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1139599,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,31.2
CHEMBL441499,,550.64,2.0,5.88,O=C(c1ccc(N2CCN(C(=O)c3cccc(O)c3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',1.39,nM,8.86,16.08,0.3,2.98,8.74,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141904,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,1.39
CHEMBL178679,,541.07,2.0,7.19,O=C(c1ccc(N2CCN(c3ccc(Cl)cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',0.22,nM,9.66,17.85,0.35,2.47,15.09,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141904,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,0.22
CHEMBL2112471,,402.49,1.0,5.7,O=C(O)CCCOc1ccc(/C(=C/CCc2ccccc2)c2cccc(O)c2)cc1,IC50,'=',1700.0,nM,5.77,14.33,0.26,0.07,8.64,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132343,1,Scientific Literature,J Med Chem,1999.0,,,,,1700.0
CHEMBL226267,ARZOXIFENE,475.61,1.0,6.94,COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,IC50,'=',42.0,nM,7.38,15.51,0.3,0.44,14.42,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3580562,1,Scientific Literature,J Med Chem,2015.0,,,,,42.0
CHEMBL489,AFIMOXIFENE,387.52,1.0,5.7,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',2.1,nM,8.68,22.39,0.41,2.98,26.54,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4392845,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,2.1
CHEMBL2403356,,312.45,1.0,5.6,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(O)c(C)c1,IC50,'=',1.3,nM,8.89,28.44,0.53,3.29,21.96,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4392845,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,1.3
CHEMBL2403362,,312.45,1.0,5.76,CCCCC(CCCC)(c1ccc(O)cc1)c1ccc(O)cc1,IC50,'=',100.0,nM,7.0,22.4,0.42,1.24,17.3,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4392845,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,100.0
CHEMBL2403363,,340.51,1.0,6.11,CCCC(CCC)(c1ccc(O)c(CC)c1)c1ccc(O)c(CC)c1,IC50,'=',1279.0,nM,5.89,17.31,0.32,-0.22,14.57,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4392845,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,1279.0
CHEMBL4538877,,398.54,1.0,5.84,CCCC(CCC)(c1ccc(O)c(C)c1)c1ccc(OCC(=O)OCC)c(C)c1,IC50,'=',22.0,nM,7.66,19.21,0.36,1.82,13.73,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4392845,1,Scientific Literature,Bioorg Med Chem,2019.0,,,,,22.0
CHEMBL212392,,281.36,0.0,3.44,CCCC12CCC(=O)C(C)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',6173.0,nM,5.21,18.52,0.34,1.77,8.88,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,6173.0
CHEMBL213051,,309.41,0.0,4.22,CCCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,IC50,'=',1127.0,nM,5.95,19.22,0.35,1.73,10.14,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1127.0
CHEMBL378883,,295.39,0.0,3.83,CCCC1=C2c3ccc4[nH]nnc4c3CC2(CC)CCC1=O,IC50,'=',352.0,nM,6.45,21.85,0.4,2.62,11.01,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,352.0
CHEMBL1627353,,475.45,1.0,5.63,C[C@]12CC[C@@H]3c4ccc(O)cc4C(O)[C@@H](Sc4ccc(Br)cc4)[C@H]3[C@@H]1CC[C@@H]2O,IC50,'=',397.0,nM,6.4,13.46,0.3,0.77,10.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1132758,1,Scientific Literature,Bioorg Med Chem Lett,2000.0,,,,,397.0
CHEMBL279301,,387.52,1.0,5.7,CC/C(=C(/c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',2.24,nM,8.65,22.32,0.41,2.95,26.45,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4680223,1,Scientific Literature,Eur J Med Chem,2020.0,,,ANTAGONIST,,2.24
CHEMBL5400213,,473.64,1.0,6.54,Cc1cn(C2=CCC3C4CC=C5C[C@@H](NC(=O)c6ccc(F)cc6)CC[C@]5(C)C4CC[C@]23C)cn1,IC50,'=',103.0,nM,6.99,14.75,0.27,0.45,14.89,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5331145,1,Scientific Literature,J Med Chem,2023.0,,,ANTAGONIST,,103.0
CHEMBL5410004,,565.45,2.0,5.2,O=S(=O)(Oc1cccc(Br)c1)C1CC2OC1C(c1ccc(O)cc1)=C2c1ccc(-n2ccnc2)cc1,Ki,'=',100.0,nM,7.0,12.38,0.27,1.8,7.72,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5325416,1,Scientific Literature,Eur J Med Chem,2023.0,,,INHIBITOR,,0.1
CHEMBL5422315,,504.54,1.0,4.58,O=S(=O)(Oc1ccc(F)cc1)C1CC2OC1C(c1ccc(-n3ccnc3)cc1)=C2c1ccc(O)cc1,Ki,'=',780.0,nM,6.11,12.11,0.23,1.53,6.74,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5325416,1,Scientific Literature,Eur J Med Chem,2023.0,,,INHIBITOR,,0.78
CHEMBL5404699,,530.6,1.0,4.66,COc1ccc(OS(=O)(=O)C2CC3OC2C(c2ccc(-c4cnn(C)c4)cc2)=C3c2ccc(O)cc2)cc1,Ki,'=',73.0,nM,7.14,13.45,0.26,2.48,7.15,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5325416,1,Scientific Literature,Eur J Med Chem,2023.0,,,INHIBITOR,,73
CHEMBL178857,,524.6,2.0,5.77,O=C(c1ccc(N2CCN(C(=O)c3ccco3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,IC50,'=',2.65,nM,8.58,16.35,0.31,2.81,9.1,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1141904,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,,2.65
CHEMBL3775978,,553.79,2.0,9.19,CCCCCCCCCC(=O)Oc1ccc(/C(=C(/C)c2ccccc2)c2ccc(OCCN3CCCC3)cc2)cc1,IC50,'=',48.4,nM,7.32,13.21,0.24,-1.87,18.87,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774317,1,Scientific Literature,Eur J Med Chem,2016.0,,,,,0.0484
CHEMBL212468,,252.32,0.0,3.26,CC1=C2c3ccc4[nH]ncc4c3CC2(C)CCC1=O,IC50,'=',4410.0,nM,5.36,21.23,0.38,2.1,11.71,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,4410.0
CHEMBL209738,,294.4,0.0,4.43,CCCCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',1050.0,nM,5.98,20.31,0.37,1.55,13.07,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1050.0
CHEMBL377988,,338.41,0.0,3.59,CCCC[C@@]12CCC(=O)C(C(=O)OC)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',2080.0,nM,5.68,16.79,0.31,2.09,7.89,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,2080.0
CHEMBL377171,,280.37,0.0,4.04,CCCC12CCC(=O)C(C)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',976.0,nM,6.01,21.44,0.39,1.97,13.14,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,976.0
CHEMBL379188,,306.29,0.0,3.8,C[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',1478.0,nM,5.83,19.04,0.36,2.03,12.74,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,1478.0
CHEMBL211349,,328.42,0.0,4.79,CC[C@@]12CCC(=O)C(c3ccccc3)=C1c1ccc3[nH]ncc3c1C2,IC50,'=',46.0,nM,7.34,22.34,0.4,2.55,16.04,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,46.0
CHEMBL4290786,,220.31,0.0,3.05,OC[C@@H]1CCC[C@H](c2ccc(O)cc2)CC1,EC50,'=',2660.0,nM,5.58,25.31,0.48,2.53,13.78,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4261581,1,Scientific Literature,Eur J Med Chem,2018.0,,,,,2660.0
CHEMBL3775016,,399.53,1.0,5.85,C/C(=C(/c1ccc(O)cc1)c1ccc(OCCN2CCCC2)cc1)c1ccccc1,IC50,'=',0.8,nM,9.1,22.77,0.41,3.25,27.82,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL3774317,1,Scientific Literature,Eur J Med Chem,2016.0,,,,,0.0008
CHEMBL5575606,,771.91,2.0,9.19,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C(=O)CCC(=O)Oc2cc(/C=C\c3cc(OC)c(OC)c(OC)c3)ccc2OC)cc1)c1ccccc1,IC50,'=',52.1,nM,7.28,9.44,0.17,-1.91,6.45,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5532762,1,Scientific Literature,RSC Med Chem,2024.0,,,INHIBITOR,,52.1
CHEMBL489,AFIMOXIFENE,387.52,1.0,5.7,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,IC50,'=',2.24,nM,8.65,22.32,0.41,2.95,26.45,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL5053487,1,Scientific Literature,J Med Chem,2021.0,,,ANTAGONIST,,2.24
CHEMBL234462,,296.37,0.0,4.51,Oc1ccc([C@H]2Oc3ccc(O)cc3[C@H]3CCCC[C@H]32)cc1,Ki,'=',2.88,nM,8.54,28.82,0.53,4.03,17.19,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1148875,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,,2.88
CHEMBL214692,,363.49,1.0,5.03,CCCC[C@@]12CCC(=O)C(c3cccs3)=C1c1ccc3[nH]nnc3c1C2,IC50,'=',34.0,nM,7.47,20.55,0.39,2.44,12.74,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146919,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,34.0
CHEMBL425439,,362.35,0.0,4.61,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]ncc3c1C2=O,IC50,'=',40.0,nM,7.4,20.42,0.39,2.79,11.78,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,40.0
CHEMBL384268,,366.36,1.0,5.11,CCCC[C@@]12CCC(=O)C(C(F)(F)F)=C1c1ccc3[nH]nc(F)c3c1C2,IC50,'=',49.2,nM,7.31,19.95,0.38,2.2,15.97,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1146005,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,,49.2
CHEMBL3190827,,304.37,0.0,4.91,Oc1c(/C=N/c2cccc3cccnc23)sc2ccccc12,IC50,'=',5150.58,nM,5.29,17.37,0.33,0.38,11.63,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,5.15058
CHEMBL1536373,,486.35,0.0,3.39,Cn1c(SCc2cc(=O)n3cc(Br)ccc3n2)nnc1C1COc2ccccc2O1,IC50,'=',25164.82,nM,4.6,9.46,0.21,1.21,5.51,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,25.16482
CHEMBL1419810,,352.39,0.0,3.35,Cc1occc1C(=O)NCc1cccc(CNC(=O)c2ccoc2C)c1,IC50,'=',19679.97,nM,4.71,13.35,0.25,1.36,5.57,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,19.67997
CHEMBL1577029,,358.36,0.0,3.38,O=C(Nc1cccc(-c2cn3cccnc3n2)c1)c1ccc2c(c1)OCO2,IC50,'=',6674.21,nM,5.18,14.44,0.26,1.8,6.66,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,6.67421
CHEMBL1329455,MOLSIDOMINE,242.24,0.0,0.09,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,IC50,'=',24673.94,nM,4.61,19.02,0.37,4.52,5.57,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,24.67394
CHEMBL1421864,,241.31,0.0,1.54,CCOC(=O)C1=C(C)S/C(=C\N(C)C)C1=O,IC50,'=',40298.0,nM,4.39,18.21,0.38,2.85,9.43,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,40298
CHEMBL1453264,,412.54,0.0,3.49,N#Cc1c(NCCN)nc(NCc2ccccc2)c2c1CCN(Cc1ccccc1)C2,IC50,'=',11823.92,nM,4.93,11.94,0.22,1.44,5.47,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,11.82392
CHEMBL1493034,,430.49,0.0,4.43,O=C(Cc1coc2cc3c(cc12)CCC3)OCc1cc(=O)n2c(n1)sc1ccccc12,IC50,'=',4827.43,nM,5.32,12.35,0.23,0.89,7.2,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,4.82743
CHEMBL3195623,,298.34,0.0,2.69,Oc1ccc(/C=N/c2ccc(N3CCOCC3)cc2)c(O)c1,IC50,'=',30385.19,nM,4.52,15.14,0.28,1.83,6.92,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,30.38519
CHEMBL1305485,,250.37,0.0,1.87,CCOC(=O)CSc1nn(C)c(=S)s1,IC50,'=',7983.25,nM,5.1,20.36,0.5,3.23,11.55,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,7.98325
CHEMBL1411209,,486.98,0.0,3.57,O=C(CCCn1c(=S)[nH]c2cc3c(cc2c1=O)OCO3)N1CCN(c2ccc(Cl)cc2)CC1,IC50,'=',12607.73,nM,4.9,10.06,0.2,1.33,6.14,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,12.60773
CHEMBL1403999,,454.47,0.0,2.64,N=c1c(C(=O)NCc2ccc(F)cc2)cc2c(=O)n3ccccc3nc2n1Cc1cccnc1,IC50,'=',7037.86,nM,5.15,11.34,0.21,2.51,4.9,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,7.03786
CHEMBL1572777,,259.33,0.0,3.13,CC(=O)c1cccc(NC(=O)Cc2cccs2)c1,IC50,'=',18544.2,nM,4.73,18.25,0.36,1.6,10.25,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL1201862,7,PubChem BioAssays,,,,,,,18.5442
CHEMBL4209719,,568.65,2.0,6.14,Cc1cccc(OS(=O)(=O)C2CC3OC2C(c2ccc(/C=C/c4cc(O)cc(O)c4)cc2)=C3c2ccc(O)cc2)c1,Ki,'=',168.6,nM,6.77,11.91,0.23,0.63,5.98,BAO_0000357,single protein format,Homo sapiens,CHEMBL206,Estrogen receptor,Homo sapiens,SINGLE PROTEIN,CHEMBL4196131,1,Scientific Literature,J Med Chem,2018.0,,,,,168.6
